Package	LibPath	Version	Priority	Depends	Imports	LinkingTo	Suggests	Enhances	License	License_is_FOSS	License_restricts_use	OS_type	MD5sum	NeedsCompilation	Built
cytolib	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	2.4.0		R (>= 3.4)	RcppParallel, RProtoBufLib	"Rcpp, BH(>= 1.75.0.0), RProtoBufLib(>= 2.3.5),Rhdf5lib,
RcppArmadillo, RcppParallel(>= 4.4.2-1)"	knitr		file LICENSE		yes			yes	4.1.0
dada2	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.20.0		R (>= 3.4.0), Rcpp (>= 0.12.0), methods (>= 3.4.0)	"Biostrings (>= 2.42.1), ggplot2 (>= 2.1.0), reshape2 (>=
1.4.1), ShortRead (>= 1.32.0), RcppParallel (>= 4.3.0),
parallel (>= 3.2.0), IRanges (>= 2.6.0), XVector (>= 0.16.0),
BiocGenerics (>= 0.22.0)"	Rcpp, RcppParallel	BiocStyle, knitr, rmarkdown		LGPL-2					yes	4.1.0
daMA	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.64.0			MASS, stats				GPL (>= 2)					no	4.1.0
DART	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.40.0		R (>= 2.10.0), igraph (>= 0.6.0)			breastCancerVDX, breastCancerMAINZ, Biobase		GPL-2					no	4.1.0
dcGSA	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.20.0		R (>= 3.3), Matrix	BiocParallel		knitr		GPL-2					no	4.1.0
ddCt	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.48.0		R (>= 2.3.0), methods	"Biobase (>= 1.10.0), RColorBrewer (>= 0.1-3), xtable, lattice,
BiocGenerics"		RUnit		LGPL-3					no	4.1.0
DDRTree	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	0.1.5		irlba	Rcpp	Rcpp, RcppEigen, BH			Artistic License 2.0					yes	4.1.0
DECIPHER	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	2.20.0		"R (>= 3.5.0), Biostrings (>= 2.59.1), RSQLite (>= 1.1), stats,
parallel"	methods, DBI, S4Vectors, IRanges, XVector	Biostrings, S4Vectors, IRanges, XVector			GPL-3					yes	4.1.0
DeconRNASeq	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.34.0		R (>= 2.14.0), limSolve, pcaMethods, ggplot2, grid					GPL-2					no	4.1.0
DEGseq	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.46.0		R (>= 2.8.0), qvalue, methods	graphics, grDevices, methods, stats, utils				LGPL (>=2)					yes	4.1.0
DelayedArray	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	0.18.0		"R (>= 4.0.0), methods, stats4, Matrix, BiocGenerics (>=
0.37.0), MatrixGenerics (>= 1.1.3), S4Vectors (>= 0.27.2),
IRanges (>= 2.17.3)"	stats	S4Vectors	"BiocParallel, HDF5Array (>= 1.17.12), genefilter,
SummarizedExperiment, airway, lobstr, DelayedMatrixStats,
knitr, rmarkdown, BiocStyle, RUnit"		Artistic-2.0					yes	4.1.0
DelayedMatrixStats	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.14.0		MatrixGenerics, DelayedArray (>= 0.17.6)	"methods, matrixStats (>= 0.56.0), sparseMatrixStats, Matrix,
S4Vectors (>= 0.17.5), IRanges (>= 2.25.10)"		"testthat, knitr, rmarkdown, covr, BiocStyle, microbenchmark,
profmem, HDF5Array"		MIT + file LICENSE					no	4.1.0
deltaGseg	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.32.0		"R (>= 2.15.1), methods, ggplot2, changepoint, wavethresh,
tseries, pvclust, fBasics, grid, reshape, scales"			knitr		GPL-2					no	4.1.0
DeMAND	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.22.0		R (>= 2.14.0), KernSmooth, methods					file LICENSE					no	4.1.0
densityClust	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	0.3			"Rcpp, FNN, Rtsne, ggplot2, ggrepel, grDevices, gridExtra,
RColorBrewer"	Rcpp	testthat		GPL (>= 2)					yes	4.1.0
depmixS4	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.5-0		R (>= 4.0.0), nnet, MASS, Rsolnp, nlme	stats, stats4, methods		gamlss, gamlss.dist, Rdonlp2		GPL (>= 2)					yes	4.1.0
derfinderHelper	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.26.0		R(>= 3.2.2)	IRanges (>= 1.99.27), Matrix, methods, S4Vectors (>= 0.2.2)		"sessioninfo, knitr (>= 1.6), BiocStyle (>= 2.5.19),
RefManageR, rmarkdown (>= 0.3.3), testthat, covr"		Artistic-2.0					no	4.1.0
DESeq2	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.32.0		"S4Vectors (>= 0.23.18), IRanges, GenomicRanges,
SummarizedExperiment (>= 1.1.6)"	"BiocGenerics (>= 0.7.5), Biobase, BiocParallel, genefilter,
methods, stats4, locfit, geneplotter, ggplot2, Rcpp (>= 0.11.0)"	Rcpp, RcppArmadillo	"testthat, knitr, rmarkdown, vsn, pheatmap, RColorBrewer,
apeglm, ashr, tximport, tximeta, tximportData, readr, pbapply,
airway, pasilla (>= 0.2.10), glmGamPoi, BiocManager"		LGPL (>= 3)					yes	4.1.0
DEXSeq	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.38.0		"BiocParallel, Biobase, SummarizedExperiment, IRanges (>=
2.5.17), GenomicRanges (>= 1.23.7), DESeq2 (>= 1.9.11),
AnnotationDbi, RColorBrewer, S4Vectors (>= 0.23.18)"	"BiocGenerics, biomaRt, hwriter, methods, stringr, Rsamtools,
statmod, geneplotter, genefilter"		"GenomicFeatures (>= 1.13.29), pasilla (>= 0.2.22),
parathyroidSE, BiocStyle, knitr, rmarkdown, testthat"	""	GPL (>= 3)					no	4.1.0
DFP	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.50.0		methods, Biobase (>= 2.5.5)					GPL-2					no	4.1.0
DiffCorr	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	0.4.1		pcaMethods, igraph, fdrtool, multtest					GPL (> 3)					no	4.1.0
diffGeneAnalysis	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.74.0			graphics, grDevices, minpack.lm (>= 1.0-4), stats, utils				GPL					no	4.1.0
DiffLogo	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	2.16.0		R (>= 3.4), stats, cba	grDevices, graphics, utils, tools		knitr, testthat, seqLogo, MotifDb		GPL (>= 2)					no	4.1.0
diffloop	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.20.0			"methods, GenomicRanges, foreach, plyr, dplyr, reshape2,
ggplot2, matrixStats, Sushi, edgeR, locfit, statmod, biomaRt,
GenomeInfoDb, S4Vectors, IRanges, grDevices, graphics, stats,
utils, Biobase, readr, data.table, rtracklayer, pbapply, limma"		DESeq2, diffloopdata, ggrepel, knitr, rmarkdown, testthat		MIT + file LICENSE					no	4.1.0
diggit	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.24.0		R (>= 3.0.2), Biobase, methods	ks, viper(>= 1.3.1), parallel		diggitdata		file LICENSE					no	4.1.0
DirichletMultinomial	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.34.0		S4Vectors, IRanges	stats4, methods, BiocGenerics		lattice, parallel, MASS, RColorBrewer, xtable		LGPL-3					yes	4.1.0
DiscriMiner	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	0.1-29		R (>= 2.15.0)			MASS, FactoMineR		GPL-3					no	4.1.0
distillery	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.2-1		R (>= 2.10.0)					GPL (>= 2)					no	4.1.0
dittoSeq	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.4.1		ggplot2	"methods, colorspace (>= 1.4), gridExtra, cowplot, reshape2,
pheatmap, grDevices, ggrepel, ggridges, stats, utils,
SummarizedExperiment, SingleCellExperiment, S4Vectors"		"plotly, testthat, Seurat (>= 2.2), DESeq2, edgeR,
ggplot.multistats, knitr, rmarkdown, BiocStyle, scRNAseq,
ggrastr (>= 0.2.0), ComplexHeatmap, bluster, scater, scran"		MIT + file LICENSE					no	4.1.0
dks	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.38.0		R (>= 2.8)	cubature				GPL					no	4.1.0
DMRcaller	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.24.0		R (>= 3.5), GenomicRanges, IRanges, S4Vectors (>= 0.23.10)	"parallel, Rcpp, RcppRoll, betareg, grDevices, graphics,
methods, stats, utils"		knitr, RUnit, BiocGenerics		GPL-3					no	4.1.0
DMRcate	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	2.6.0		R (>= 3.6.0), minfi, SummarizedExperiment	"ExperimentHub, bsseq, GenomeInfoDb, limma, edgeR, DSS,
missMethyl, GenomicRanges, methods, graphics, plyr, Gviz,
IRanges, stats, utils, S4Vectors"		"knitr, RUnit, BiocGenerics,
IlluminaHumanMethylation450kanno.ilmn12.hg19,
IlluminaHumanMethylationEPICanno.ilm10b4.hg19"		file LICENSE					no	4.1.0
dmrseq	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.12.0		R (>= 3.5), bsseq	"GenomicRanges, nlme, ggplot2, S4Vectors, RColorBrewer,
bumphunter, DelayedMatrixStats (>= 1.1.13), matrixStats,
BiocParallel, outliers, methods, locfit, IRanges, grDevices,
graphics, stats, utils, annotatr, AnnotationHub, rtracklayer,
GenomeInfoDb, splines"		knitr, rmarkdown, BiocStyle		MIT + file LICENSE					no	4.1.0
dmt	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	0.8.20		R (>= 2.15.0), methods, mvtnorm, MASS	Matrix				BSD_2_clause + file LICENSE					no	4.1.0
DNABarcodes	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.22.0		Matrix, parallel	Rcpp (>= 0.11.2), BH	Rcpp, BH	knitr, BiocStyle, rmarkdown		GPL-2					yes	4.1.0
DNAcopy	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.66.0							GPL (>= 2)					yes	4.1.0
DNAshapeR	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.20.0		R (>= 3.4), GenomicRanges	Rcpp (>= 0.12.1), Biostrings, fields	Rcpp	"AnnotationHub, knitr, rmarkdown, testthat,
BSgenome.Scerevisiae.UCSC.sacCer3, BSgenome.Hsapiens.UCSC.hg19,
caret"		GPL-2					yes	4.1.0
dnet	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.1.7		R (>= 3.1.0), igraph, supraHex	graph, Rgraphviz, Matrix		limma, survival, foreach, doParallel, Biobase		GPL-2					no	4.1.0
DO.db	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	2.9		R (>= 2.7.0), methods, AnnotationDbi (>= 1.9.7)	methods, AnnotationDbi				Artistic-2.0					no	4.1.0
doppelgangR	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.20.0		R (>= 3.5.0), Biobase, BiocParallel	"sva, impute, digest, mnormt, methods, grDevices, graphics,
stats, SummarizedExperiment, utils"		BiocStyle, knitr, rmarkdown, curatedOvarianData, testthat		GPL (>=2.0)					no	4.1.0
dorothea	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.4.1		R (>= 4.0)	dplyr, magrittr, bcellViper, viper		"Biobase, BiocStyle, knitr, pheatmap, pkgdown, rmarkdown,
Seurat, SingleCellExperiment, SummarizedExperiment, testthat
(>= 2.1.0), tibble, tidyr, utils"		GPL-3 + file LICENSE					no	4.1.0
DOSE	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	3.18.0		R (>= 3.5.0)	"AnnotationDbi, BiocParallel, DO.db, fgsea, ggplot2, GOSemSim
(>= 2.0.0), methods, qvalue, reshape2, stats, utils"		"prettydoc, clusterProfiler, knitr, rmarkdown, org.Hs.eg.db,
testthat"		Artistic-2.0					no	4.1.0
doSNOW	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.0.19		"R (>= 2.5.0), foreach(>= 1.2.0), iterators(>= 1.0.0), snow(>=
0.3.0), utils"			compiler, RUnit, caret, mlbench, rpart, parallel		GPL-2					no	4.1.0
DOT	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	0.1			V8 (>= 1.0), tools		knitr, rmarkdown		MIT + file LICENSE					no	4.1.0
dplR	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.7.2		R (>= 2.15.2)	"graphics, grDevices, grid, stats, utils, lattice (>= 0.13-6),
Matrix (>= 1.0-3), digest (>= 0.2.3), matrixStats (>= 0.50.2),
png (>= 0.1-2), R.utils (>= 1.32.1), stringi (>= 0.2-3),
stringr (>= 0.4), XML (>= 2.1-0), plyr (>= 1.8), signal"		"Biobase, Cairo (>= 1.5-0), dichromat (>= 1.2-3), foreach,
forecast (>= 3.6), gmp (>= 0.5-5), iterators, knitr,
RColorBrewer, testthat (>= 0.8), tikzDevice, waveslim"		GPL (>= 2)					yes	4.1.0
drc	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	3.0-1		R (>= 2.0.0), MASS, stats	car, gtools, multcomp, plotrix, scales				GPL-2 | file LICENCE					no	4.1.0
DRIMSeq	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.20.0		R (>= 3.4.0)	"utils, stats, MASS, GenomicRanges, IRanges, S4Vectors,
BiocGenerics, methods, BiocParallel, limma, edgeR, ggplot2,
reshape2"		"PasillaTranscriptExpr, GeuvadisTranscriptExpr, grid,
BiocStyle, knitr, testthat"		GPL (>= 3)					no	4.1.0
DriverNet	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.32.0		R (>= 2.10), methods					GPL-3					no	4.1.0
DropletUtils	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.12.2		SingleCellExperiment	"utils, stats, methods, Matrix, Rcpp, BiocGenerics, S4Vectors,
SummarizedExperiment, BiocParallel, DelayedArray,
DelayedMatrixStats, HDF5Array, rhdf5, edgeR, R.utils, dqrng,
beachmat, scuttle"	Rcpp, beachmat, Rhdf5lib, BH, dqrng, scuttle	"testthat, knitr, BiocStyle, rmarkdown, jsonlite,
DropletTestFiles"		GPL-3					yes	4.1.0
DrugVsDisease	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	2.34.0		"R (>= 2.10), affy, limma, biomaRt, ArrayExpress, GEOquery,
DrugVsDiseasedata, cMap2data, qvalue"	"annotate, hgu133a.db, hgu133a2.db, hgu133plus2.db, RUnit,
BiocGenerics, xtable"				GPL-3					no	4.1.0
DrugVsDiseasedata	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.28.0		R (>= 2.10)					GPL-3					no	4.1.0
DSS	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	2.40.0		R (>= 3.3), methods, Biobase, BiocParallel, bsseq	utils, graphics, stats, splines, DelayedArray		BiocStyle, knitr, rmarkdown		GPL					yes	4.1.0
DTA	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	2.38.0		R (>= 2.10), LSD	scatterplot3d				Artistic-2.0					no	4.1.0
dualKS	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.52.0		R (>= 2.6.0), Biobase (>= 1.15.0), affy, methods	graphics				LGPL (>= 2.0)					no	4.1.0
dupRadar	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.22.0		R (>= 3.2.0)	Rsubread (>= 1.14.1)		BiocStyle, knitr, rmarkdown, AnnotationHub		GPL-3					no	4.1.0
dyebias	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.52.0		R (>= 1.4.1), marray, Biobase			limma, convert, GEOquery, dyebiasexamples, methods		GPL-3					no	4.1.0
DynDoc	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.70.0		methods, utils	methods				Artistic-2.0					no	4.1.0
easyRNASeq	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	2.28.0			"Biobase (>= 2.50.0), BiocFileCache (>= 1.14.0), BiocGenerics
(>= 0.36.0), BiocParallel (>= 1.24.1), biomaRt (>= 2.46.0),
Biostrings (>= 2.58.0), edgeR (>= 3.32.0), GenomeInfoDb (>=
1.26.0), genomeIntervals (>= 1.46.0), GenomicAlignments (>=
1.26.0), GenomicRanges (>= 1.42.0), SummarizedExperiment (>=
1.20.0), graphics, IRanges (>= 2.24.0), LSD (>= 4.1-0), locfit,
methods, parallel, rappdirs (>= 0.3.1), Rsamtools (>= 2.6.0),
S4Vectors (>= 0.28.0), ShortRead (>= 1.48.0), utils"		"BiocStyle (>= 2.18.0), BSgenome (>= 1.58.0),
BSgenome.Dmelanogaster.UCSC.dm3 (>= 1.4.0), curl, knitr,
rmarkdown, RUnit (>= 0.4.32)"		Artistic-2.0					no	4.1.0
EBarrays	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	2.56.0		R (>= 1.8.0), Biobase, lattice, methods	Biobase, cluster, graphics, grDevices, lattice, methods, stats				GPL (>= 2)					yes	4.1.0
EBcoexpress	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.36.0		EBarrays, mclust, minqa			graph, igraph, colorspace		GPL (>= 2)					yes	4.1.0
EBSEA	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.20.0		R (>= 4.0.0)	DESeq2, graphics, stats, EmpiricalBrownsMethod		knitr, rmarkdown		GPL-2					no	4.1.0
ecolitk	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.64.0		R (>= 2.10)	Biobase, graphics, methods		ecoliLeucine, ecolicdf, graph, multtest, affy		GPL (>= 2)					no	4.1.0
ecp	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	3.1.3		R (>= 3.00), Rcpp		Rcpp	mvtnorm, MASS, combinat, R.rsp		GPL (>= 2)					yes	4.1.0
EDASeq	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	2.26.0		Biobase (>= 2.15.1), ShortRead (>= 1.11.42)	"methods, graphics, BiocGenerics, IRanges (>= 1.13.9),
aroma.light, Rsamtools (>= 1.5.75), biomaRt, Biostrings,
AnnotationDbi, GenomicFeatures, GenomicRanges, BiocManager"		"BiocStyle, knitr, yeastRNASeq, leeBamViews, edgeR,
KernSmooth, testthat, DESeq2"		Artistic-2.0					no	4.1.0
edgeR	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	3.34.0		R (>= 3.6.0), limma (>= 3.41.5)	methods, graphics, stats, utils, locfit, Rcpp	Rcpp	"jsonlite, readr, rhdf5, splines, Biobase, AnnotationDbi,
SummarizedExperiment, org.Hs.eg.db"		GPL (>=2)					yes	4.1.0
effsize	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	0.8.1					testthat		GPL-2					no	4.1.0
egg	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	0.4.5		gridExtra (>= 2.3), ggplot2	gtable, grid, grDevices, utils		knitr, png		GPL-3					no	4.1.0
EGSEAdata	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.20.0		R (>= 3.4)			EGSEA		file LICENSE					no	4.1.0
ELMER.data	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	2.16.0		R (>= 3.5.0)	GenomicRanges		BiocStyle, knitr, dplyr, devtools, DT		GPL-3					no	4.1.0
emdist	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	0.3-1							MIT						4.1.0
EMDomics	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	2.22.0		R (>= 3.2.1)	"emdist, BiocParallel, matrixStats, ggplot2, CDFt,
preprocessCore"		knitr		MIT + file LICENSE					no	4.1.0
emmeans	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.6.1		R (>= 3.5.0)	"estimability (>= 1.3), graphics, methods, numDeriv, stats,
utils, plyr, mvtnorm, xtable (>= 1.8-2)"		"bayesplot, bayestestR, biglm, brms, car, coda (>= 0.17),
ggplot2, lattice, logspline, mediation, mgcv, multcomp,
multcompView, nlme, ordinal (>= 2014.11-12), pbkrtest (>=
0.4-1), lme4, lmerTest (>= 2.0.32), MASS, MuMIn, rsm, knitr,
rmarkdown, scales, splines, testthat"	"CARBayes, coxme, gee, geepack, MCMCglmm, MCMCpack, mice,
nnet, pscl, rstanarm, sommer, survival"	GPL-2 | GPL-3					no	4.1.0
EmpiricalBrownsMethod	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.20.0		R (>= 3.2.0)			BiocStyle, testthat, knitr, rmarkdown		MIT + file LICENSE					no	4.1.0
EMT	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.1							GPL						4.1.0
ENCODExplorerData	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	0.99.5		R (>= 3.6),	tools, jsonlite, RCurl, data.table, methods		AnnotationHub, RUnit, BiocGenerics, knitr, curl, httr		Artistic-2.0					no	4.1.0
EnrichmentBrowser	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	2.22.0		SummarizedExperiment, graph	"AnnotationDbi, BiocFileCache, BiocManager, GSEABase, GO.db,
KEGGREST, KEGGgraph, Rgraphviz, S4Vectors, SPIA, edgeR,
graphite, hwriter, limma, methods, pathview, safe"		"ALL, BiocStyle, ComplexHeatmap, DESeq2, ReportingTools,
airway, biocGraph, hgu95av2.db, geneplotter, knitr, msigdbr,
rmarkdown"		Artistic-2.0					no	4.1.0
enrichplot	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.12.0		R (>= 3.5.0)	"cowplot, DOSE (>= 3.16.0), ggplot2, ggraph, graphics, grid,
igraph, methods, plyr, purrr, RColorBrewer, reshape2, stats,
utils, scatterpie, shadowtext, GOSemSim, magrittr, ggtree"		"clusterProfiler, dplyr, europepmc, ggupset, knitr, rmarkdown,
org.Hs.eg.db, prettydoc, tibble, tidyr, ggforce, AnnotationDbi,
ggplotify, ggridges, grDevices, gridExtra, ggnewscale, ggrepel
(>= 0.9.0), ggstar, treeio, scales, tidytree"		Artistic-2.0					no	4.1.0
enrichR	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	3.0		R (>= 3.0.0)	httr, rjson, ggplot2		knitr, rmarkdown		GPL (>= 2)					no	4.1.0
EnsDb.Hsapiens.v75	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	2.99.0		ensembldb					Artistic-2.0					no	4.1.0
EnsDb.Hsapiens.v86	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	2.99.0		ensembldb					Artistic-2.0					no	4.1.0
ensembldb	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	2.16.0		"BiocGenerics (>= 0.15.10), GenomicRanges (>= 1.31.18),
GenomicFeatures (>= 1.29.10), AnnotationFilter (>= 1.5.2)"	"methods, RSQLite (>= 1.1), DBI, Biobase, GenomeInfoDb,
AnnotationDbi (>= 1.31.19), rtracklayer, S4Vectors (>=
0.23.10), Rsamtools, IRanges (>= 2.13.24), ProtGenerics,
Biostrings (>= 2.47.9), curl"		"BiocStyle, knitr, EnsDb.Hsapiens.v86 (>= 0.99.8), testthat,
BSgenome.Hsapiens.NCBI.GRCh38, ggbio (>= 1.24.0), Gviz (>=
1.20.0), magrittr, rmarkdown, AnnotationHub"	RMariaDB, shiny	LGPL					no	4.1.0
ensemblVEP	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.34.0		methods, BiocGenerics, GenomicRanges, VariantAnnotation	"S4Vectors (>= 0.9.25), Biostrings, SummarizedExperiment,
GenomeInfoDb, stats"		RUnit		Artistic-2.0					no	4.1.0
EpiDISH	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	2.8.0		R (>= 4.1)	"MASS, e1071, quadprog, parallel, stats, matrixStats, stringr,
locfdr, Matrix"		"roxygen2, GEOquery, BiocStyle, knitr, rmarkdown, Biobase,
testthat"		GPL-2					no	4.1.0
epigenomix	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.32.0		"R (>= 3.2.0), methods, Biobase, S4Vectors, IRanges,
GenomicRanges, SummarizedExperiment"	"BiocGenerics, MCMCpack, Rsamtools, parallel, GenomeInfoDb,
beadarray"				LGPL-3					no	4.1.0
epivizr	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	2.22.0		R (>= 3.0), methods,	"epivizrServer (>= 1.1.1), epivizrData (>= 1.3.4),
GenomicRanges, S4Vectors, IRanges, bumphunter, GenomeInfoDb"		"testthat, roxygen2, knitr, Biobase, SummarizedExperiment,
antiProfilesData, hgu133plus2.db, Mus.musculus, BiocStyle,
minfi"		Artistic-2.0					no	4.1.0
epivizrData	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.20.0		R (>= 3.4), methods, epivizrServer (>= 1.1.1), Biobase	"S4Vectors, GenomicRanges, SummarizedExperiment (>= 0.2.0),
OrganismDbi, GenomicFeatures, GenomeInfoDb, IRanges, ensembldb"		"testthat, roxygen2, bumphunter, hgu133plus2.db, Mus.musculus,
TxDb.Mmusculus.UCSC.mm10.knownGene, rjson, knitr, rmarkdown,
BiocStyle, EnsDb.Mmusculus.v79, AnnotationHub, rtracklayer,
utils, RMySQL, DBI, matrixStats"		MIT + file LICENSE					no	4.1.0
epivizrServer	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.20.0		R (>= 3.2.3), methods	httpuv (>= 1.3.0), R6 (>= 2.0.0), rjson, mime (>= 0.2)		testthat, knitr, rmarkdown, BiocStyle		MIT + file LICENSE					no	4.1.0
epivizrStandalone	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.20.0		R (>= 3.2.3), epivizr (>= 2.3.6), methods	"git2r, epivizrServer, GenomeInfoDb, BiocGenerics,
GenomicFeatures, S4Vectors"		"testthat, knitr, rmarkdown, OrganismDbi (>= 1.13.9),
Mus.musculus, Biobase, BiocStyle"		MIT + file LICENSE					no	4.1.0
erccdashboard	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.26.0		R (>= 3.2), ggplot2 (>= 2.1.0), gridExtra (>= 2.0.0)	"edgeR, gplots, grid, gtools, limma, locfit, MASS, plyr,
qvalue, reshape2, ROCR, scales, stringr"				GPL (>=2)					no	4.1.0
erma	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.8.0		R (>= 3.1), methods, Homo.sapiens, GenomicFiles (>= 1.5.2)	"rtracklayer (>= 1.38.1), S4Vectors (>= 0.23.18), BiocGenerics,
GenomicRanges, SummarizedExperiment, ggplot2, GenomeInfoDb,
Biobase, shiny, BiocParallel, IRanges, AnnotationDbi"		rmarkdown, BiocStyle, knitr, GO.db, png, DT, doParallel		Artistic-2.0					no	4.1.0
eudysbiome	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	1.22.0		R (>= 3.1.0)	plyr, Rsamtools, R.utils, Biostrings				GPL-2					no	4.1.0
europepmc	/hpc/packages/minerva-centos7/rpackages/bioconductor/3.13	0.4		R (>= 3.00)	"httr, jsonlite, plyr, dplyr, progress, urltools, purrr, xml2,
tibble, tidyr, rlang"		testthat, knitr, rmarkdown, ggplot2		GPL-3					no	4.1.0
